Reporting Range=["Quarterly"],Select year=["2025"],Select quarter=["4"],Search Term=["kid"],,,,,,,,,,,,,,,,,
Search Frequency Rank,Search Term,Top Clicked Brand #1,Top Clicked Brands #2,Top Clicked Brands #3,Top Clicked Category #1,Top Clicked Category #2,Top Clicked Category #3,Top Clicked Product #1: ASIN,Top Clicked Product #1: Product Title,Top Clicked Product #1: Click Share,Top Clicked Product #1: Conversion Share,Top Clicked Product #2: ASIN,Top Clicked Product #2: Product Title,Top Clicked Product #2: Click Share,Top Clicked Product #2: Conversion Share,Top Clicked Product #3: ASIN,Top Clicked Product #3: Product Title,Top Clicked Product #3: Click Share,Top Clicked Product #3: Conversion Share,Reporting Date
360917,kid skateboard,Voyager,MEKETEC,Magneto,Outdoors,Sports,Toys,B0B7SKRTJB,"Sakar Minecraft Mob 31 inch Skateboard, 9-ply Maple Deck Skate Board for Cruising, Carving, Tricks and Downhill",8.81,8.91,B074XTJ75S,Skateboards Complete Mini Cruiser Retro Skateboard for Kids Boys Youths Beginners 22 Inch(The Starry Sky),5.52,2.51,B0DD6MDQF4,Nattork Skateboards 22 Inch Mini Cruiser Purple Skateboard Complete Retro Skate Boards with Colorful Light Up PU Wheels for Kids Girls Boys Beginners,5.13,2.79,12/31/2025
361841,picture frame for kid art work,Americanflat,GULETHUN,BAIJIALI,Home,Toys,Art,B07J9PK3JJ,Kids Artwork Frame Changeable (Black) - Magnetic Door Holds 100 Art Pieces - 8.5x11 Letter Size Display with Mat or 10x12.5 Without Mat - My Mini Masterpiece,20.4,8.86,B0BVQLXSHF,"[2-Pack] Kids Art Frames, 8.5x11 Front Opening Kids Artwork Frames Changeable, White Artwork Display Storage Frame for Wall, Holds 50 Pcs, for 3D Picture, Crafts, Hanging Art, Portfolio",19.79,10.21,B0C65C2YKY,"BAIJIALI Black Art Frames for Kids Artwork - Front Opening Holds 150 Drawings, 3D Crafts - 2 Packs 8.5x11 with mat or 9x12 without Mat",11.71,6.76,12/31/2025
362624,runi costume for kid,Enccfoeo,ACLGCSU,,Toys,Apparel,Beauty,B0FKY43Z32,"ACLGCSU Singer Costume for Girls, POP Group Costume for Kids, Halloween Stage Star Cosplay Dress Up",9.31,1.06,B0FLDBTLDN,"Girls Demon Pop Singer Hunters Rumi Costume Kids Star Stage Outfit, 3-Piece Idol Costume with Jacket, Top and Shorts, Toddler Halloween Costume Singers Leader Cosplay BQ073L",3.95,0.53,B0FPBJWM5T,Rumi Costume Kids Girls Pop Singer Demon Hunters Costume with Premium Rumi Wig and All Accessories Toddler Halloween Costumes KF052L,3.91,0.53,12/31/2025
363161,kid press on nails,imPRESS,Labeol,AGGKKY,Beauty,Toys,Luggage,B08SPZ7JMG,"KISS imPRESS No Glue Mani Press On Nails, Mini Press-On Manicure for Kids, 'Super Duper', Pink, Kids Size, Squoval Shape, Includes 20 Fake Nails with Removable Application Tabs, 1 Mini File",9.83,4.4,B0B87TN21P,144 Pieces Press On Nails for Kids Children Fake Nails for Girls Artificial Kids Press on Nails Full Cover Short Acrylic Stick On Nails False Nail Tips Kit for Girls Nail Art Decoration,7.3,3.77,B0BWJB9SV9,240 Pieces Press on Nails Girls Fake Nails for Kids Artificial Kids Press on Nails Full Cover Short Acrylic Stick On Nails False Nail Tips Kit for Children Little Girls Nail Art Decoration,4.63,3.14,12/31/2025
363294,kid safe,Refasy,Vcertcpl,GOLDENKEY,Toys,Home Improvement,Home,B09HWZ9TB8,"Piggy Bank for Boys,Refasy Electronic Piggy Banks Password Money Saving Box Gifts for 11 Year Old Boy Money Bank Toy Birthday Gifts for Boys Girls Kids Safe Cash Coin Can(Navy)",7.02,4.62,B0F94L865K,"Piggy Bank for Kids - Electronic Money Saving Box w/Code- ATM Safe - Toy Coin Bank - Christmas Boys Toys for Age 3, 4, 5, 6, 7, 8, 9 - Birthday Gifts for 8, 9, 10, 11, 12 Year Old Boy and Girl",5.45,5.71,B078MYJYD5,Yuanshikj Electronic Deluxe Digital Security Safe Box Key Keypad Lock Home Office Hotel Business Jewelry Gun Cash Use Storage money (BLACK),5.45,3.52,12/31/2025
364244,kid science kit,Blue Marble,Doctor Jupiter,UNGLINGA,Toys,Camera,Lawn and Garden,B0876F6STP,"NATIONAL GEOGRAPHIC Science Magic Kit – Science Kit for Kids with 100+ Unique Experiments and Magic Tricks, Chemistry Set and STEM Project, A Great Gift for Boys and Girls (Amazon Exclusive)",9.64,8.45,B093CPZYR8,"National Geographic Amazing Chemistry Set - Chemistry Kit with 45 Science Experiments Including Crystal Growing and Reactions, Science Kit for Kids, STEM Gift for Boys and Girls (Amazon Exclusive)",7.89,6.83,B0D348KMCL,"National Geographic Kids Junior Chemistry Set - Complete Early Learning Lab Kit with 50 Science Experiments and 20+ Lab Tools for Kids Aged 4-6, Blue, White",7.07,2.88,12/31/2025
368127,kid paint,Crayola,Cra-Z-Art,The Mega Deals,Toys,Biss,Home,B09GWCRSQV,"Crayola Washable Kids Paint (6ct), Essential Preschool Supplies, Paint Set for Kids, Must Have Arts & Crafts Supplies, Nontoxic, Preschool Learning Activities for Toddlers",27.45,25.73,B0BRX4VTBV,"Cra-Z-art Washable Classic Paint Bulk Pack 8ct, Assorted Colors 4oz each bottle, 32oz",8.66,8.19,B07BYWS5XW,"Crayola Washable Kids Paint Set (12ct), Classic and Glitter Paint for Kids, Essential Arts & Crafts Supplies, Toddler Painting Kit, Teacher Classroom Must Have [Amazon Exclusive]",6.31,4.56,12/31/2025
370517,kid tape measure,Learning Resources,PLAYPARTY,Handy Famm,Toys,Tools,Home,B0009K6KEG,"Learning Resources Pretend Play 3"" Long Tape Measure - Kids Construction Toys, Preschool Activities, Pretend Play For Toddlers , Height Measurement Counting Tool, Fine Motor Skills, Homeschool",23.57,14.07,B0FMNW48JD,"PLAYPARTY 8ft Tape Measure for Kids, STEM Educational Tool with Level, Protractor and Eraser, Retractable Snail Shaped Measuring Tapes, Child-Safe Stocking Stuffers Gift for Boys & Girls 3+, Green",20.37,15.99,B00B99ET4Y,"Learning Resources Simple Tape Measure, Ages 3+, Retractable Toy Tape Measure, Measures 4 Feet, Construction Toy for Kids,Back to School",11.95,5.59,12/31/2025
372025,kid skates,Roller Derby,SULIFEEL,Nattork,Outdoors,Toys,Sports,B08HGMRL44,Kids Roller Skates for Boys - Blue for Big Kids Age 7 8 9 10 - Adjustable All Light up Wheels Indoor Outdoor Sports Birthday Gift for Son and Grandson,4.89,1.87,B00XA30CN4,Roller Derby FireStar Youth Girl's Roller Skate White/Pink Size 3,4.89,1.12,B07T13NWWR,"Sowume Adjustable Kids Roller Skates for Girls and Women, All 8 Wheels of Girl's Skates Shine, Safe and Fun Illuminating for Beginner",4.56,1.49,12/31/2025
372707,kid vacuum,CASDON,BLAXTEM,SMILESSKIDDO,Toys,Home,Camera,B01M3WPLZX,"Casdon Dyson Cordless Vacuum Interactive & Officially Licensed Toy Dyson Vacuum For Children Aged 3+ Realistic Role-Play Fun, Purple and Orange",22.64,19.42,B004V3PS72,Casdon Dyson Ball / Miniature Dyson Ball Replica For Children Aged 3+ / With Twist and Turn Action For Realistic Role-Play Fun,8.51,6.82,B0FL7KN5G8,"BLAXTEM 4-in-1 Kids Toy Vacuum That Works with Suction, Electric Toy Toddler Vacuum Cleaner for Children Ages 3 4 5 6+ Girls & Boys, Toddlers Toys Cleaning Set for Pretend Play (Rose Red)",5.81,3.94,12/31/2025
375625,kid costumes boys,Spooktacular Creations,Disguise,Morph,Toys,Apparel,Sports,B08QYSBLJZ,One Casa Inflatable Dinosaur Costume Riding T Rex Air Blow up Funny Fancy Dress Party Halloween Costume for Kids 4-6 Yrs,2.76,1,B0F6VCK8Q6,"Morph Kids Alien Costume, Inflatable Alien Costume Kids, Aliens Blow Up Costumes Kid, Boys Inflatable Costumes",2.28,1.34,B08BWS43XX,"Spooktacular Creations Boy Halloween Skeleton Costume, Halloween Skeleton Costume for Kids, Bone Outfit, Bone Jumpsuit",2.1,1.67,12/31/2025
378213,kid bluetooth headphones,iClever,JoySpark,Candy Bila,Electronics,Wireless,Toys,B0CT5GHZ8Q,"JoySpark Kids Bluetooth Headphones, Lightweight Wireless Headphones for Kids, 85/94dB Volume Limited, 60 Hours Playtime, Bluetooth 5.3, Over-Ear Toddler Headsets with Built-in Mic-Purple",9.82,5.97,B0895PBJCQ,"iClever BTH12 Kids Bluetooth Headphones,Colorful LED Lights Kids Headphones Wireless,74/85dBA Safe Volume,85H Playtime,Fast Charging,Bluetooth 5.2,Over Ear,Built-in Mic for iPad/Tablet/Airplane,Blue",9.41,5.97,B08K3MMQFK,"Candy Bila Kids Bluetooth 6.0 Headphones with LED Light, 85Hours Playtimes, Type-C Fast Charging, 85/94dB Volume Limited, Comfort Wireless Headphones with Built-in mic, Wired & TF Card Mode, Blue",6.45,3.13,12/31/2025
379378,kid shopping cart,Melissa & Doug,HSJH,Jovow,Toys,Home,Sports,B000VO3GPG,"Melissa & Doug Toy Shopping Cart, Grocery Store Pretend Play Toys with Sturdy Metal Frame & Working Wheels, Toddler Shopping Cart, Preschool Learning Toys for Girls & Boys 3+",18.25,24.53,B0CLTVLWZ9,134pcs Mini Shopping Cart Basket Miniature Food Drink Bottle Supermarket Metal Handcart Toys Doll House Store Cosplay Game Dollhouse Grocery Fruit Cake Bread Party Trolley Model Dollar Bills,6.8,2.64,B0BPWPBRX5,"Jovow 102pcs Kids Shopping Cart Trolley Play Set with Pretend Food and Accessories,Perfect for Ages 3+ Pretend Play and Role-Playing Games",5.87,4.15,12/31/2025
379781,kid beds,Delta Children,ADORNEVE,Hasuit,Furniture,Baby,Home,B0F9KBH11P,"ADORNEVE Low Loft Bed Twin Size with 7 Storage Drawers, Bookcase and LED Lights, Metal Kids Loft Bed with 14"" H Safety Guardrail,Inclined Ladder and Play Curtain, Under-Bed Play Space, Black",8.18,6.98,B082JGMM2S,"Delta Children Canton Toddler Bed, Greenguard Gold Certified, Grey",4.72,11.63,B0F9K36SB7,"ADORNEVE Low Loft Bed Twin Size with 7 Storage Drawers, Bookcase and LED Lights, Metal Kids Loft Bed with 14"" H Safety Guardrail,Inclined Ladder and Play Curtain, Under-Bed Play Space, White",3.42,2.33,12/31/2025
383040,kid fishing pole,Shakespeare,ZEBCO,ODDSPRO,Sports,Toys,Pet Products,B0BRTCHPXY,Shakespeare Disney Mickey Children's Fishing Beginner Kit,10.92,6.03,B0BRTBRK72,Shakespeare Disney Toy Story Children's Fishing Beginner Kit,7.35,4.31,B0BSR4HDPR,"Ugly Stik Dock Runner Spinning Reel and Fishing Rod Combo, 3' - Medium, Multi, 1pc",6.6,3.88,12/31/2025
383040,kid probiotic,Culturelle,MaryRuth Organics,Garden of Life,Health & Personal Care,Beauty,Fresh_Produce,B074JLL5KS,"Garden of Life Kids Probiotics, Dr. Formulated Probiotics Organic Kids+ Vitamin C & D, Berry Cherry, Gluten Dairy & Soy Free Immune & Digestive Health Supplement, 30 Chewables (Shelf Stable)",9.68,7.97,B08T6N3DKY,MaryRuth Organics Kids Probiotics for Digestive Health | USDA Probiotic Gummies | 2 Month Supply | Kids Probiotics | Immune Support | Gut Health Supplement | Vegan | Non-GMO | Gluten Free | 60 Count,8.37,7.27,B007G7JP2O,"Culturelle Kids Chewable Daily Probiotic for Kids, Ages 3+, 30 Count, #1 Pediatrician-Recommended Brand, Natural Berry Flavored Daily Probiotics for Digestive Health, Oral Care & Immune Support",7.99,6.16,12/31/2025
383739,kid danger costume,Fun Costumes,Howenlthy,Spirit Halloween,Apparel,Toys,Biss,B07BVZFMGL,Spirit Halloween Kids Henry Danger Costume - Nickelodeon,19.36,10.34,B0CPHP6DZQ,"Howenlthy Boys Superhero Danger Costume Henry Cosplay Jacket Vest Pants Battle Suits with Mask Accessory Set (Red, X-Large)",14.44,3.45,B07JBKN118,American Marketing Enterprises Boys Henry Danger Costume Pajama Set (Boys Size 8) Multicoloured,9.77,5.17,12/31/2025
384031,kid toy storage,Delta Children,Humble Crew,SpaceAid,Furniture,Home,Baby,B0DZXL2QTQ,"SpaceAid Toy Storage Organizer with 6 Shelves and 12 Bins, Bookshelf/Bookcase, Kids Bin Shelf, Toys Box for Playroom Organization for Bedroom & Room Decor, White, 52.3"" W",7.83,3.26,B0D45HSHDF,"Toy Storage Organizer - Toy Organizers and Storage with Bookshelf, Toy Storage Shelf with 3 Shelves and 12 Storage Bins, Kids Bookshelf and Toy Storage for Kids Room, Playroom, Bedroom, Nursery, White",3.2,3.8,B09NS487ST,"Amazon Basics Kids Toy Storage Organizer With 12 Plastic Bins, White Wood With Pink Bins, 10.9"" D x 33.6"" W x 31.1"" H",2.97,0,12/31/2025
384345,kid robe,Doctor Unicorn,V.&GRIN,BTPEIHTD,Apparel,Baby,Toys,B08FFHRFCG,"V.&GRIN Boys Fleece Robe, Hooded Plush Soft Fuzzy Bathrobe for Kids 3-14 Years(Navy 7-8",8.02,1.61,B0CMHN3ZDW,BTPEIHTD Kids Hooded Bathrobe Girls Soft Plush Hooded Flannel Pajamas Sleepwear Boys Spa Robe Rainbow Flower 5-6 Years,6.14,0.69,B09JBV6RL2,"E.W Apparel Boys Robe Soft Fleece Bathrobe for Kids(Gray,11-12 Years)",2.07,0.23,12/31/2025
385109,dog man and cat kid,GRAPHIX,Scholastic,,Books,Digital_Ebook_Purchase,Toys,1338741063,Dog Man and Cat Kid: A Graphic Novel (Dog Man #4): From the Creator of Captain Underpants (4),79.06,83.56,1338602195,Dog Man: The Cat Kid Collection: From the Creator of Captain Underpants (Dog Man #4-6 Box Set),7.81,4.11,B072MJ8SWY,Dog Man and Cat Kid: A Graphic Novel (Dog Man #4): From the Creator of Captain Underpants,2.11,0.11,12/31/2025
385109,kid guitar 3-5,YEZI,KidKraft,Best Choice Products,Toys,Musical Instruments,Wireless,B07R83WG78,"YEZI Kids Toy Classical Ukulele Guitar Musical Instrument, Brown",10.98,10.18,B00JLGGR88,"KidKraft Lil' Symphony Wooden Play Guitar, Kids Musical Instrument Toy, Gift for Ages 3+",10.15,4.07,B0D4LYWFWC,"Kids Toy Ukulele Guitar,17 Inch Classical Guitar Musical Toy,4 Strings Guitar Ukulele Educational Learning Toy for Toddlers and Preschoolers",5.02,5.85,12/31/2025
385692,kid socks 4-6 years,Hanes,Amazon Essentials,SPTRAMLE,Apparel,Softlines_Private_Label,Sports,B00S4GMPK0,"Hanes boys Extra Durable Ankle athletic socks, 12 Pair, White, Small US",10.43,3.12,B0CXDXCFZD,"ZERULETS Kids Socks, 20 Pairs Low Cut Ankle Socks Short Athletic Socks for Boys Girls Toddler 1-13 Years(Black,White,Grey,4-7 Years)",5.36,2.91,B0B5SBGHLC,"Amazon Essentials Unisex Kids' Cotton Ankle Socks, 14 Pairs, White/Grey, Medium",5.06,1.21,12/31/2025
387459,the heartbreak kid,,Lionsgate,Paramount,Digital_Video_Download,Video DVD,Digital_Music_Purchase,B0B8QG96SK,The Heartbreak Kid,76.28,0,B0013NDIMA,The Heartbreak Kid,7.44,0,B0099T283U,The Heartbreak Kid,4.59,0,12/31/2025
388075,kid football,Franklin Sports,NERF,WILSON,Sports,Toys,Digital_Video_Download,B07HSH7MVL,Franklin Sports Grip-Rite 100 Rubber Junior Football - Blue,22.58,20.03,B07HSH8Y4H,Franklin Sports Junior/Youth Football - Grip-Rite 100 - Kids Junior Size - Durable Outdoor Rubber Football - Brown/White,7.94,6.13,B08P286Q26,"Nerf Pro Grip Football, Blue, Classic Foam Ball, Easy to Catch & Throw, Sports Toys, Christmas Gifts or Stocking Stuffers for Kids",7.79,9.39,12/31/2025
388216,big kid snow boots,DREAM PAIRS,K KomForme,Lands' End,Shoes,Outdoors,Apparel,B07S8VP34Y,"GUBARUN Boys Snow Boots Kids Outdoor Warm Shoes Waterproof (Black1, 1.5)",3.46,0,B0B87RYQJC,"BODATU Boys Snow Boots Outdoor Waterproof Winter Kids Shoes Black 7768, 4 Big Kid",3.19,0,B096FHLN39,K KomForme Snow Boots for Boys & Girls Warm Waterproof Slip Resistant Winter Shoes (Toddler/Little Kid/Big Kid),2.17,0.7,12/31/2025
388823,kid ugly christmas sweater,Funnycokid,#followme,BFUSTYLE,Apparel,Sports,Toys,B08DKG3PJ5,#followme Ugly Christmas Sweaters for Girls 68601-363-10-12,3.77,0.94,B08L8SSNP9,Funnycokid Girls Boys Ugly Christmas Sweater Kids Xmas Novelty Funny Sweatshirt Size 8-9 Fleece Santa Outfit Unicorn Clothes 8 9 Years,2.63,0.56,B07YVNDK44,Tipsy Elves Christmas Sweaters for Kids - Children's Cute and Tacky Ugly Pullovers for Boys and Girls Youth Holiday Knitwear - Youth Green Pizza Tree Christmas Sweater Size Medium,1.33,0.75,12/31/2025
389305,kid christmas wrapping paper,Hallmark,SaringSwoon,WRAPAHOLIC,Kitchen,Office Products,Health & Personal Care,B0DFGCY6X8,"SaringSwoon Construction Christmas Wrapping Paper for Kids - Holiday Wrapping Paper with Dump Trucks, Cranes, Excavators with Santa Hats & Gifts, Christmas Tree - 40×28 Inches, 4 Folded Sheets",8.12,4.3,B08WRKFWCQ,"Hallmark Dr. Seuss Grinch Wrapping Paper for Kids (3 Rolls: 105 Sq. Ft. Ttl) for Christmas with Blue Tiles, White Snowflakes, Cindy Lou Who, Max",4.08,2.24,B0F475N8BR,"Hallmark Paw Patrol Christmas Wrapping Paper Rolls (3 Rolls: 105 Sq. Ft. Total) Gift Wrap for Kids, Grandchildren, Toddlers",3.47,2.62,12/31/2025
389305,kid smart phone,KOKODI,WEOLULI,Luoba,Toys,Wireless,Electronics,B0C8HWWP4Q,"KOKODI Kids Smart Phone, Touchscreen HD Dual Camera Cell Phone for Kids, Christmas Birthday Gifts Dinosaur Child Play Phone for Boys 3-10, Travel Toy Preschool Learning Education Toy",11.51,6.89,B0DC62J1TN,"WEOLULI Kids Smart Phone with Dual Camera, Game & Music Player, Toddler Learning Play Toy Cell Phone, Gifts for Girls, Christmas, Birthday, Age 3-10, Light Pink",10.75,9.28,B0CMTLGC9W,"Kids Smart Phone for Girls, Christmas Birthday Gifts for Girls Age 3-10 Kids Toys Cell Phone, 2.8"" Touchscreen Toddler Learning Play Toy Phone with Dual Camera, Game, Music Player, 8GB Card Purple",9.38,5.99,12/31/2025
389635,kid doctor play set,Melissa & Doug,Liberry,Sundaymot,Toys,Apparel,Video Games,B07VNB8BV9,"Melissa & Doug Get Well Doctor’s Kit Pretend Play Set – 25 Toy Pieces for Preschool Girls, Boys Doctor Role Play Set, Doctor Kit for Toddlers and Kids Ages 3+",14.96,16.6,B0C531Q1XR,"Sundaymot Doctor Kit for Kids, 34 Pcs Pretend Playset for Toddlers, Doctor kit for Toddlers 3-5, with Medical Bag, Stethoscope and Other Accessories, for Boys and Girls Fun Role Playing Game",10.45,7.42,B0D17NZ6B6,"EFO SHM Doctor Kit for Kids Girls, 34 Pcs Kids Doctor Kit for Toddlers 3-5 with Medical Storage Bag & Real Stethoscope, Pretend Play Set for Boys Girls Fun Role Playing Game",8.39,7.23,12/31/2025
389784,diary of a wimpy kid the last straw,Abrams Books,Amulet Books,,Books,Digital_Ebook_Purchase,Audible,B0081HTZSC,"The Last Straw (Diary of a Wimpy Kid, 3) (Volume 3)",52.02,67.77,1419788302,The Last Straw (Special Disney+ Cover Edition) (Diary of a Wimpy Kid #3),25.57,17.41,B005CRQ3RK,"The Last Straw (Diary of a Wimpy Kid, Book 3)",4.5,0.14,12/31/2025
392903,kid umbrella boy,totes,Nickelodeon,Yoobure,Luggage,Apparel,Toys,B0845HLJPN,"totes Kids Clear Bubble Umbrella with Dome Canopy, Lightweight Design, Wind and Rain Protection Umbrella, Cosmic Adventure, Kids - 38"" Canopy",15.96,4.98,B0F13PYF3B,"Yoobure Travel Umbrella Portable Compact Umbrellas, Pocket Mini for Purse, Umbrellas for UV Sun & Rain Small for Backpack, Umbrella with Case Folding for Kids Women",4.96,0.5,B09G9DR8Y3,"ABG Accessories ABG boys Kids Clear for Rain Boy's, Transparent with an Easy Grip Handle, Dome Windproof, Bubble Umbrella, DC Comics, Batman, Age 3-10 US",4.65,1.5,12/31/2025
393491,lego monkey kid,,LEGO,JMBricklayer,Digital_Video_Download,Toys,Home,B09DHLQLCJ,LEGO Monkie Kid,18.76,0,B09DG1KRJC,LEGO Monkie Kid: A Hero Is Born,8.67,0,B09DJ8DCJB,Bad Weather,6.55,0,12/31/2025
393808,death the kid cosplay,ZYHCOS,Nsoking,LALAPORT,Toys,Apparel,Beauty,B07DR8WQXM,ZYHCOS Cosplay Costume Black Death Adult Kid Uniform Full Sets (Medium),21.28,14.04,B0DFWSVFR7,"Nsoking Anime Mens Costume Suit Cosplay Uniform 4PCS Cosplay Outfit Death Halloween (Black, Large)",13.3,3.51,B07DRBDZWX,ZYHCOS Cosplay Costume Black Death Adult Kid Uniform Full Sets (Small),12.68,3.51,12/31/2025
394587,kid watches boy 6-8,Accutime,BIGGERFIVE,A ALPS,Watches,Wireless,Toys,B0DC9NRKXN,"BIGGERFIVE Smart Watch for Kids No APP No Phone Needed, 1.8"" Fitness Tracker Watch Pedometer, Heart Rate, Sleep Monitor, IP68 Waterproof, Step Counter, Puzzle Games for Girls Boys Teens 5-16, Blue",12.63,5.61,B073VBBX59,"Accutime Marvel Spider-Man Digital Watch for Kids – Durable Plastic Timepiece, LCD Display, Quartz Accuracy, Iconic Spiderman Imagery",7.3,5.83,B08YN7X84Q,"DTKID Digital Kids Watch 30 M Waterproof, 7 Color Lights Time Teaching Watch Easy to Read for Girls Boy 5-16",5.14,4.26,12/31/2025
396902,kid snow shovel,OPELETNNT,Slippery Racer,yeitsnow,Lawn and Garden,Toys,Biss,B0CD1Z15V4,"Kids Snow Shovel with D-Grip Handle, Aluminum Blade, Toddler Snow Shovel for Car Trunk, Emergencies, Driveways, and Car Snow Removal. (Age 3+, 2 Packs)",20.4,16.26,B0CRK5DR72,Slippery Racer Kids Toddler Outdoor Snow Shovel 27 inch. (Set of 3),11.42,6.45,B0FLQ4QKJN,"SOYUS Snow Shovel, Lightweight Snow Shovel with Extendable Handle Foam Grip & Aluminum Wear Strip, Portable Snow Removal Tool for Car Trunk, Driveway, Emergency (2 Packs)",6.33,5.51,12/31/2025
397064,kid rug,OLANLY,Ophanie,JOYIN,Furniture,Toys,Baby,B0D9GFYJBV,"OLANLY Area Rugs for Living Room Bedroom, Machine Washable 4x5.9 ft Soft Fluffy Shaggy Bedside Rug, Indoor Floor Carpet for Kids Girls and Boys, Dorms, Nursery Rooms, Home Decor Aesthetic, Grey",4.66,3.7,B08HCY4RYW,JOYIN Kids Play Rugs - 12 Pull-Back Vehicle Set - Durable Carpet Playmat Rug - City Pretending Play - Toddler Car Track Rug,4.08,2.65,B0BZ4D49ZF,"HOMORE Kids Educational Rug, Kids Collection Area Rug for Learning Alphabet, Numbers, Colors, Season and Animal Words, Playmat for Classroom Playroom, 4x6 Feet",3.42,2.65,12/31/2025
397356,kid gifts 8-10,,TOSY,Blue Marble,Toys,Books,Home,B0CNQ5X4Y1,"How To Draw Everything: 300 Drawings of Cute Stuff, Animals, Food, Gifts, and other Amazing Things | Book For Kids",4.12,2.94,B0D5JX1QQF,"Ninja Blast Hover Soccer Light-Up Ball, Indoor Toy Games Gifts for Birthday, Kids, Boys for Age 6, 7, 8, 9, 10, 11, 12 Years Old, Single",2.49,2.52,B0CNX1MKM7,"Paint Your Own Cat Lamp Kit, Arts and Crafts for Kids Ages 8-12, Art Supplies Painting kit for Kids 6-12, Cat Night Light Toys Girls Boy Birthday Christmas Gifts for Kid Ages 3 4 5 6 7 8 9 10 11 12+",2.18,1.05,12/31/2025
398942,kid toothbrush electric,COLGATE,seago,Philips Sonicare,Beauty,Personal_Care_Appliances,Biss,B0CFFZ389Y,"Colgate Kids Battery Powered Minecraft Toothbrush, Extra Soft Kids Battery Toothbrush with 1 AA Battery Included, Made for Ages 3 and Up, Features Easy On and Off Switch, Flat Lay Handle, 1 Count",9.96,7.67,B074MZKFKS,"SEAGO Kids Electric Toothbrush with 2 Mins Timer and 4 Replacement Bursh Heads, Rainbow LED Light Make Brushing Fun, Pink Color Girls Battery Powerd for 4-12 Years Old,SG-977",6.87,2.68,B08KKVMNMJ,"Colgate Kids Battery Powered Toothbrush, Kids Battery Toothbrush with Included AA Battery, Extra Soft Bristles, Flat-Laying Handle to Prevent Rolling, Unicorn Toothbrush, 1 Pack",5.51,3.29,12/31/2025
399588,kid gaming chair,Sweetcrispy,Throne Boss,FranFusion,Furniture,Sports,Home,B0B9R5264Q,Inflatable Gaming Chair for Kids & Teens with Cup Holders and Side Pocket - This Air Gaming Bean Bag Chairs for kids is The Perfect Furniture for Gamer Room Decor - Perfect Gaming Stuff for boys 4-12,7.2,3.18,B0C27DZ891,"Sweetcrispy Computer Gaming Desk Chair - Ergonomic Office Executive Adjustable Swivel Task PU Leather Racing Chair with Flip-up Armrest for Adults, Kids, Men, Girls, Gamer, Black Blue",6.49,1.91,B08T64MZ8X,"Throne Boss Gaming Bean Bag Chair for Kids with High Back – Floor Gaming Chair, Easy to Clean Oxford 420D Fabric, Large Side Pockets, Headphone Hanger – Cover ONLY Add 200 Liters Beans (Blue)",6.26,0,12/31/2025
401960,kid pool,INTEX,Jasonwell,StarOcean,Toys,Pet Products,Lawn and Garden,B0836F7DKK,"Garden Round Inflatable Baby Swimming Pool, Portable Inflatable Child/Children Little Pump Pool,Kiddie Paddling Pool Indoor&Outdoor Toddler Water Game Play Center for Kids/Girl/Boy",5.35,4.34,B0CV4Z6TS2,"StarOcean Foldable Dog Pool, Hard Plastic Pool for Large Dogs, Swimming Pool for Dogs,Collapsible Pool Dog Bathing Tub, pop up Dog Pool for Cat (32"" x 8"" Inch,Blue)",5.11,4.88,B0BP2GLCD3,"Eooqi Foldable Dog Pool, Portable Pet Bath Tub and Kiddie Swimming Pool, Collapsible Bathtub for Puppies, Small, Medium and Large Dogs, Cats and Kids, 32 x 8 in, Blue",4.52,4.07,12/31/2025
402531,kid christmas tree,Step2,TURNMEON,National Tree Company,Home,Toys,Guild,B073FL76FH,"Step2 My First Christmas Tree, Kids Interactive Holiday Toy, 12 Colorful Plastic Ornaments to Decorate, Mini Train Set Circles the Skirt, Made of Durable Plastic, For Toddlers 1.5+ Years Old",13.48,4.95,B00PG8NL1G,"National Tree Company Pre-Lit Artificial Christmas Tree, White Tinsel, White Lights, Includes Stand, 4 feet",6.3,3.89,B09NC36445,TURNMEON Remote Control 8 Modes 3 Ft Christmas Tree Warm Lights 15 DIY Ball Ornaments Star Battery Operated Artificial Pink Full Tree Timer Holiday Xmas Decoration Home Indoor Table Valentine's Day,6.26,2.12,12/31/2025
402531,kindle kid,Amazon,,COLORROOM,Digital_Text,Digital_Text_2,PC,B0CNVBQK38,"Amazon Kindle Kids 16GB (newest model) - If it breaks, we will replace it, includes ad-free books and cover, with glare-free display, faster page turns - Space Whale",37.75,17.29,B0CNVBS5JN,"Amazon Kindle Kids 16GB (newest model) - If it breaks, we will replace it, includes ad-free books and cover, with glare-free display, faster page turns - Ocean Explorer",11.31,6.54,B0CNV9CQK8,"Amazon Kindle Kids 16GB (newest model) - If it breaks, we will replace it, includes ad-free books and cover, with glare-free display, faster page turns - Unicorn Valley",8.43,4.67,12/31/2025
